latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-0.41451,-91.52171,307.88,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.73,3.96,N
-0.41383,-91.52608,319.31,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.09,3.96,N
-0.41317,-91.53027,314.58,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,287.51,3.33,N
-0.42031,-91.48457,345.89,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.13,172.77,N
-0.41891,-91.49352,367.0,0.56,0.69,2024-03-07,644,N21,VIIRS,h,2.0NRT,311.36,352.89,N
-0.4182,-91.49808,332.37,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.55,352.89,N
-0.41483,-91.47852,306.88,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.95,3.7,N
-0.41415,-91.48285,314.25,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.8,172.77,N
-0.40998,-91.50946,308.41,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.03,3.15,N
-0.40813,-91.52128,307.54,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.41,3.96,N
-0.40752,-91.52512,315.14,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.76,3.33,N
-0.40692,-91.52899,305.45,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,288.14,3.33,N
-0.40628,-91.53305,299.1,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,286.7,2.49,N
-0.41346,-91.48721,347.87,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.32,172.77,N
-0.41208,-91.49606,324.51,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,314.49,352.89,N
-0.41137,-91.5006,367.0,0.56,0.69,2024-03-07,644,N21,VIIRS,h,2.0NRT,294.22,29.33,N
-0.41066,-91.5051,322.13,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,293.85,29.33,N
-0.40796,-91.48129,308.09,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.09,2.75,N
-0.40729,-91.48552,313.56,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.21,2.75,N
-0.4034,-91.51031,313.36,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,294.09,68.98,N
-0.40285,-91.51382,306.09,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.67,14.77,N
-0.40171,-91.52106,300.33,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.05,2.33,N
-0.40106,-91.52519,304.16,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.67,2.33,N
-0.40037,-91.52957,299.89,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.14,3.83,N
-0.40662,-91.48981,346.87,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.81,225.56,N
-0.40457,-91.50285,367.0,0.56,0.69,2024-03-07,644,N21,VIIRS,h,2.0NRT,297.89,330.84,N
-0.40396,-91.50675,328.13,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,296.08,68.98,N
-0.40111,-91.48393,308.94,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.72,2.75,N
-0.40045,-91.48811,304.3,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.9,225.56,N
-0.39978,-91.4924,309.07,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.82,225.56,N
-0.3963,-91.51444,312.31,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.18,14.77,N
-0.3957,-91.51829,306.21,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,293.49,2.33,N
-0.39495,-91.52299,308.12,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,293.15,2.33,N
-0.39912,-91.49658,325.75,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.79,330.84,N
-0.39849,-91.50057,343.47,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,296.61,330.84,N
-0.3979,-91.50429,320.44,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,301.89,68.98,N
-0.39737,-91.50766,354.49,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,298.64,68.98,N
-0.39686,-91.51089,344.75,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,296.17,14.77,N
-0.39426,-91.48658,307.41,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.55,0.98,N
-0.39359,-91.49078,308.46,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.15,0.98,N
-0.39234,-91.49873,303.34,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.56,3.98,N
-0.39178,-91.50225,311.65,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.73,4.98,N
-0.39073,-91.50893,318.91,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.16,12.94,N
-0.38938,-91.51745,308.37,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,292.16,10.83,N
-0.39125,-91.50565,322.26,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.68,4.98,N
-0.39018,-91.51238,348.94,0.57,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,293.54,12.94,N
-0.38737,-91.48941,302.65,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,289.28,0.98,N
-0.41706,-91.52788,311.59,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,288.23,2.9,N
-0.41781,-91.52328,305.94,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.64,2.9,N
-0.41859,-91.51849,304.36,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.76,3.1,N
-0.42097,-91.50388,314.62,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,293.89,4.93,N
-0.42174,-91.49919,317.35,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,291.35,138.49,N
-0.4247,-91.48102,308.19,0.56,0.69,2024-03-07,644,N21,VIIRS,n,2.0NRT,290.28,5.42,N
-0.42934,-91.49202,367.0,0.56,0.69,2024-03-07,644,N21,VIIRS,h,2.0NRT,293.0,248.51,N
-0.40695,-91.49094,299.1,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,284.97,18.59,N
-0.39382,-91.48199,312.91,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.25,10.77,N
-0.44785,-91.48674,302.98,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,289.78,3.28,N
-0.44667,-91.49436,303.05,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,289.83,3.28,N
-0.44298,-91.47117,309.58,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.23,6.96,N
-0.44057,-91.48679,310.02,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,289.6,3.28,N
-0.43939,-91.4944,304.95,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.97,3.28,N
-0.43571,-91.4711,311.55,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.94,8.94,N
-0.43445,-91.47929,318.07,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.5,8.94,N
-0.43326,-91.487,342.27,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,289.26,20.79,N
-0.4323,-91.44585,312.71,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.82,7.62,N
-0.42716,-91.47938,310.97,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.33,8.94,N
-0.43105,-91.45404,322.07,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.24,13.67,N
-0.42974,-91.46255,341.22,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.51,13.67,N
-0.42845,-91.47101,338.19,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.74,8.94,N
-0.42636,-91.437,305.0,0.8,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.19,8.53,N
-0.4251,-91.44525,327.57,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.03,8.53,N
-0.42383,-91.45357,347.38,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.51,39.03,N
-0.42255,-91.46195,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.44,39.03,N
-0.4212,-91.47076,353.67,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.7,32.22,N
-0.41791,-91.44458,319.22,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.29,8.53,N
-0.41661,-91.45312,348.97,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.65,39.03,N
-0.41533,-91.46154,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.11,39.03,N
-0.41399,-91.47036,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,286.7,32.22,N
-0.41261,-91.47941,322.5,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.29,32.22,N
-0.41077,-91.44364,308.48,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.97,6.65,N
-0.40943,-91.4524,327.88,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.91,16.42,N
-0.40813,-91.46102,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,286.06,16.42,N
-0.40678,-91.46985,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.7,19.62,N
-0.40537,-91.47918,348.14,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.83,19.62,N
-0.40396,-91.48846,335.19,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.91,16.41,N
-0.401,-91.45999,309.96,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.94,16.42,N
-0.39961,-91.46915,327.15,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.06,19.62,N
-0.39811,-91.47911,322.8,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.61,19.62,N
-0.39667,-91.48864,325.3,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.95,16.41,N
-0.44744,-91.46548,303.21,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.55,7.65,N
-0.44365,-91.48893,309.52,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,290.3,11.16,N
-0.43886,-91.47352,317.27,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.43,7.65,N
-0.43758,-91.48146,304.83,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.95,11.16,N
-0.43636,-91.48904,351.42,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,291.47,11.16,N
-0.43557,-91.44863,299.18,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.56,12.92,N
-0.43426,-91.45679,300.17,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.68,12.92,N
-0.43291,-91.46516,312.75,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,288.51,20.24,N
-0.43026,-91.48165,312.58,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.97,12.04,N
-0.43157,-91.47353,332.36,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.89,20.24,N
-0.42967,-91.43992,308.2,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.54,13.71,N
-0.42837,-91.44801,330.23,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.17,12.92,N
-0.42704,-91.45632,352.79,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.68,12.92,N
-0.42567,-91.46484,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.84,20.24,N
-0.42429,-91.47346,337.19,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.88,20.24,N
-0.4225,-91.43908,305.63,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.54,6.9,N
-0.42114,-91.44758,330.96,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.81,22.01,N
-0.41981,-91.45592,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.36,22.01,N
-0.41846,-91.46437,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,287.48,42.16,N
-0.41704,-91.47326,332.35,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.32,42.16,N
-0.41533,-91.43826,300.96,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.76,6.9,N
-0.41396,-91.44685,319.92,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.0,22.01,N
-0.41258,-91.45552,346.38,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.6,22.01,N
-0.41123,-91.464,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,286.91,42.16,N
-0.40981,-91.47292,354.6,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.71,42.16,N
-0.40836,-91.48209,367.0,0.79,0.78,2024-03-07,824,N21,VIIRS,h,2.0NRT,286.73,18.59,N
-0.4082,-91.43717,296.73,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.55,5.25,N
-0.40684,-91.44579,302.29,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.14,6.44,N
-0.40543,-91.45467,312.97,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.1,6.44,N
-0.39564,-91.51646,298.66,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.59,5.95,N
-0.40404,-91.46339,336.54,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.0,8.88,N
-0.40261,-91.47246,325.46,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.77,8.88,N
-0.40107,-91.48211,335.75,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,287.85,10.77,N
-0.39962,-91.4913,323.63,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.06,10.77,N
-0.39696,-91.46213,301.32,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,285.93,8.88,N
-0.39542,-91.47187,313.4,0.79,0.78,2024-03-07,824,N21,VIIRS,n,2.0NRT,286.76,8.88,N
-0.4445,-91.48933,339.23,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,293.97,4.65,D
-0.44056,-91.48621,339.84,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,293.55,4.65,D
-0.44112,-91.48978,344.52,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,298.17,4.65,D
-0.43663,-91.48308,340.23,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,292.28,12.17,D
-0.43718,-91.48666,347.89,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,294.16,22.97,D
-0.43546,-91.49784,341.22,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,292.27,13.68,D
-0.43097,-91.49112,367.0,0.4,0.37,2024-03-07,1923,N21,VIIRS,h,2.0NRT,291.36,60.55,D
-0.42649,-91.48441,367.0,0.4,0.37,2024-03-07,1923,N21,VIIRS,h,2.0NRT,291.3,48.06,D
-0.42759,-91.49156,367.0,0.4,0.37,2024-03-07,1923,N21,VIIRS,h,2.0NRT,295.26,60.55,D
-0.40053,-91.49503,346.54,0.4,0.37,2024-03-07,1923,N21,VIIRS,l,2.0NRT,293.82,7.95,D
-0.39714,-91.48544,316.48,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,289.08,2.05,N
-0.40189,-91.48952,335.03,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,288.23,3.77,N
-0.40248,-91.48578,321.34,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,288.65,2.05,N
-0.39663,-91.52265,304.84,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,292.32,2.02,N
-0.39722,-91.51897,305.12,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,292.51,3.08,N
-0.39864,-91.51002,301.31,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,287.9,0.57,N
-0.40131,-91.49319,310.78,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,286.83,3.77,N
-0.40309,-91.48197,300.27,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,288.76,2.05,N
-0.40493,-91.50436,331.01,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,289.17,2.69,N
-0.40425,-91.50862,317.05,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,289.46,2.69,N
-0.40977,-91.50782,321.35,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,291.08,2.69,N
-0.41035,-91.5042,319.3,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,288.37,2.69,N
-0.3968,-91.48564,317.48,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,289.06,3.12,N
-0.40158,-91.48975,334.95,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,288.24,3.05,N
-0.39716,-91.51928,305.97,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,292.44,3.48,N
-0.40103,-91.49343,306.4,0.37,0.58,2024-03-08,805,N21,VIIRS,n,2.0NRT,286.7,3.05,N
